COMMODITY_DESC,n_top_items,item_weeks,share_weeks_price_moves,share_weeks_base_moves,share_weeks_promo_moves,share_weeks_either_moves,n_items_base_moves,n_items_promo_moves,differential_cells,differential_per_pair,mean_abs_move_corr,cat_trips,multi_any,multi_top,n_items_all,trips_top,drop_reason,scored,kept_today
EYE AND EAR CARE PRODUCTS,10,117,0.05128205128205128,0.017094017094017096,0.03418803418803419,0.05128205128205128,2,4,54.0,0.6,0.016700556680388633,1105,0.09049773755656108,0.013574660633484163,182,394,fewer than 5 items or <200 category-trips,True,False
FACIAL TISS/DNR NAPKIN,10,855,0.22573099415204678,0.12514619883040937,0.256140350877193,0.28421052631578947,10,10,1183.0,13.144444444444444,0.2483683651871247,6832,0.12690281030444964,0.03600702576112412,151,3339,KEPT,True,True
FALL AND WINTER SEASONAL,10,41,0.12195121951219512,0.04878048780487805,0.07317073170731707,0.12195121951219512,2,3,37.0,0.4111111111111111,0.46964072052388944,281,0.1423487544483986,0.042704626334519574,104,145,fewer than 5 items or <200 category-trips,True,False
FAMILY PLANNING,10,36,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0,5,54.0,0.6,0.019354838709677424,558,0.05017921146953405,0.0017921146953405018,118,204,fewer than 5 items or <200 category-trips,True,False
FD WRAPS/BAGS/TRSH BG,10,853,0.23329425556858147,0.016412661195779603,0.22860492379835873,0.23563892145369286,6,10,1383.0,15.366666666666667,0.1515644246304692,11180,0.20644007155635063,0.021645796064400716,335,3626,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FEMININE HYGIENE,10,221,0.2579185520361991,0.09049773755656108,0.19909502262443438,0.2669683257918552,9,7,463.0,5.144444444444445,0.0562839496550816,4278,0.17554932211313698,0.0070126227208976155,430,677,fewer than 5 items or <200 category-trips,True,False
FILM AND CAMERA PRODUCTS,10,152,0.23684210526315788,0.013157894736842105,0.23684210526315788,0.24342105263157895,2,8,310.0,3.4444444444444446,0.0519925609104492,982,0.05702647657841141,0.013238289205702648,209,523,fewer than 5 items or <200 category-trips,True,False
FIREWORKS,8,40,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,159,0.24528301886792453,0.11949685534591195,34,139,fewer than 5 items or <200 category-trips,True,False
FIRST AID PRODUCTS,10,247,0.08906882591093117,0.008097165991902834,0.08097165991902834,0.08906882591093117,2,9,192.0,2.1333333333333333,0.03984186758917702,2629,0.1704069988588817,0.017116774438950173,435,686,fewer than 5 items or <200 category-trips,True,False
FITNESS&DIET,10,181,0.143646408839779,0.0055248618784530384,0.143646408839779,0.143646408839779,1,9,220.0,2.4444444444444446,0.05170427624598033,1636,0.42603911980440096,0.03606356968215159,324,490,fewer than 5 items or <200 category-trips,True,False
FLORAL BALLOONS,7,64,0.765625,0.765625,0.03125,0.765625,1,1,294.0,7.0,,354,0.11581920903954802,0.014124293785310734,168,209,fewer than 5 items or <200 category-trips,True,False
FLORAL- HARD GOODS,4,23,0.34782608695652173,0.34782608695652173,0.0,0.34782608695652173,1,0,24.0,2.0,,232,0.0603448275862069,0.0,132,107,fewer than 5 items or <200 category-trips,True,False
FLORAL-ACCESSORIES,2,22,0.9545454545454546,0.8636363636363636,0.09090909090909091,0.9545454545454546,1,1,21.0,10.5,1.4430462702856656e-19,79,0.012658227848101266,0.0,18,72,fewer than 5 items or <200 category-trips,True,False
FLORAL-FLOWERING PLANTS,9,36,0.25,0.1388888888888889,0.1111111111111111,0.25,3,2,72.0,1.0,0.02873552960065622,455,0.03296703296703297,0.002197802197802198,136,179,fewer than 5 items or <200 category-trips,True,False
FLORAL-FOLIAGE PLANTS,8,18,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,2,0,14.0,0.25,0.07692307692307694,259,0.05019305019305019,0.003861003861003861,102,104,fewer than 5 items or <200 category-trips,True,False
FLORAL-FRESH CUT,10,339,0.3333333333333333,0.2890855457227139,0.07669616519174041,0.34513274336283184,5,5,943.0,10.477777777777778,0.03417121367107751,2187,0.08916323731138547,0.02194787379972565,305,1253,top 15% most seasonal (Herfindahl of daily demand),True,False
FLOUR & MEALS,10,628,0.20063694267515925,0.12738853503184713,0.10987261146496816,0.21019108280254778,5,8,978.0,10.866666666666667,0.07581270468674733,3123,0.06308037143772013,0.013768812039705411,95,2289,KEPT,True,True
FLUID MILK PRODUCTS,10,1007,0.6007944389275075,0.09731876861966236,0.548162859980139,0.5978152929493545,10,10,1863.0,20.7,0.5517356127756413,67705,0.21493242744258179,0.12523447308175173,455,67966,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FOOT CARE PRODUCTS,10,23,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0,2,18.0,0.2,0.05,523,0.08030592734225621,0.0038240917782026767,135,139,fewer than 5 items or <200 category-trips,True,False
FROZEN,10,128,0.1015625,0.0,0.1015625,0.1015625,0,8,111.0,1.2333333333333334,0.07502762703324871,1542,0.3404669260700389,0.03761348897535668,318,429,fewer than 5 items or <200 category-trips,True,False
FROZEN - BOXED(GROCERY),10,136,0.27205882352941174,0.014705882352941176,0.25735294117647056,0.27205882352941174,2,8,319.0,3.5444444444444443,0.036630438141152626,879,0.07849829351535836,0.011376564277588168,86,472,fewer than 5 items or <200 category-trips,True,False
FROZEN BREAD/DOUGH,10,712,0.21207865168539325,0.0800561797752809,0.21348314606741572,0.2443820224719101,8,10,1061.0,11.78888888888889,0.14230188131183133,7162,0.09159452666852834,0.01075118681932421,140,3070,KEPT,True,True
FROZEN CHICKEN,10,138,0.15217391304347827,0.0,0.15217391304347827,0.15217391304347827,0,9,167.0,1.8555555555555556,0.21930960442910358,461,0.06073752711496746,0.049891540130151846,27,396,fewer than 5 items or <200 category-trips,True,False
FROZEN MEAT,10,712,0.27668539325842695,0.014044943820224719,0.27808988764044945,0.2808988764044944,7,10,1219.0,13.544444444444444,0.20439086938818868,8156,0.18746934771947033,0.016429622363903874,249,2386,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FROZEN PIE/DESSERTS,10,724,0.2472375690607735,0.09116022099447514,0.19613259668508287,0.255524861878453,6,10,1159.0,12.877777777777778,0.16252454955216386,6378,0.14455942301661964,0.00658513640639699,253,3031,KEPT,True,True
FROZEN PIZZA,10,964,0.21369294605809128,0.025933609958506226,0.21680497925311204,0.22199170124481327,8,10,1366.0,15.177777777777777,0.19448195287284006,22794,0.46793015705887514,0.041677634465210146,900,6824,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRUIT - SHELF STABLE,10,737,0.2618724559023066,0.21438263229308005,0.24559023066485752,0.33242876526458615,8,10,1309.0,14.544444444444444,0.10417010424229929,13193,0.37201546274539526,0.01917683620101569,396,3592,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN BREAKFAST FOODS,10,780,0.26282051282051283,0.016666666666666666,0.2512820512820513,0.26153846153846155,6,10,1167.0,12.966666666666667,0.21179533872685768,7264,0.3142896475770925,0.04887114537444934,256,2859,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN FRUITS,10,434,0.23732718894009217,0.11290322580645161,0.2557603686635945,0.2695852534562212,10,10,711.0,7.9,0.21200195426730298,1097,0.2105742935278031,0.1422060164083865,40,1144,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN ICE,7,337,0.002967359050445104,0.002967359050445104,0.0,0.002967359050445104,1,0,6.0,0.14285714285714285,,2315,0.02159827213822894,0.020734341252699785,28,2345,"insufficient price variation (<2 items changing, or no item with >=10% of pair-weeks moving >=$0.10)",True,False
FRZN JCE CONC/DRNKS,10,466,0.18669527896995708,0.06223175965665236,0.2017167381974249,0.2167381974248927,6,10,647.0,7.188888888888889,0.11854107385138875,1863,0.32045088566827695,0.07407407407407407,107,1256,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN MEAT/MEAT DINNERS,10,932,0.12339055793991416,0.02145922746781116,0.13733905579399142,0.13948497854077252,10,10,339.0,3.7666666666666666,0.5541613296000425,22394,0.5706885772974905,0.05572921318210235,1268,5420,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN NOVELTIES/WTR ICE,10,787,0.25158831003811943,0.01905972045743329,0.21092757306226176,0.21982210927573062,8,10,1248.0,13.866666666666667,0.1284269370829705,10257,0.290338305547431,0.04855220824802574,369,3205,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN POTATOES,10,812,0.2512315270935961,0.024630541871921183,0.2315270935960591,0.23891625615763548,9,10,1100.0,12.222222222222221,0.37041070054957764,8079,0.15373189751206834,0.024012872880306967,144,3306,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FRZN SEAFOOD,4,14,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.2857142857142857,1,2,12.0,1.0,0.12488716226986482,64,0.0,0.0,11,63,fewer than 5 items or <200 category-trips,True,False
FRZN VEGETABLE/VEG DSH,10,929,0.3369214208826695,0.0721205597416577,0.38751345532831,0.39181916038751347,10,10,807.0,8.966666666666667,0.6736809523832853,12646,0.4234540566186937,0.06840107543887396,451,4735,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
FUEL,3,102,0.7549019607843137,0.7549019607843137,0.0,0.7549019607843137,3,0,148.0,24.666666666666668,0.019595721361006405,1747,0.0,0.0,4,1782,not audited (removed upstream),False,False
GARDEN CENTER,10,85,0.2,0.15294117647058825,0.08235294117647059,0.2,8,3,147.0,1.6333333333333333,0.06877871314945071,494,0.13562753036437247,0.03441295546558704,115,297,not audited (removed upstream),False,False
GLASSWARE & DINNERWARE,8,17,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0,1,7.0,0.125,,173,0.06358381502890173,0.0,98,72,fewer than 5 items or <200 category-trips,True,False
GRAPES,10,444,0.9887387387387387,0.990990990990991,0.4797297297297297,0.9932432432432432,10,9,2315.0,25.72222222222222,0.18358873169765563,10045,0.05644599303135889,0.05555002488800398,51,10513,fewer than 5 items or <200 category-trips,True,False
GREETING CARDS/WRAP/PARTY SPLY,10,697,0.005738880918220947,0.0,0.005738880918220947,0.005738880918220947,0,2,36.0,0.4,0.0,7514,0.3276550439180197,0.07186585041256321,2751,4013,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
HAIR CARE ACCESSORIES,9,27,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0,2,16.0,0.2222222222222222,0.04166666666666667,1186,0.18549747048903878,0.0042158516020236085,407,168,fewer than 5 items or <200 category-trips,True,False
HAIR CARE PRODUCTS,10,201,0.1791044776119403,0.014925373134328358,0.14427860696517414,0.15920398009950248,3,8,282.0,3.1333333333333333,0.15135869840622815,7883,0.3763795509323861,0.007738170747177471,1742,628,fewer than 5 items or <200 category-trips,True,False
HALLOWEEN,10,29,0.3103448275862069,0.10344827586206896,0.27586206896551724,0.3103448275862069,3,6,75.0,0.8333333333333334,0.1863179204984238,615,0.24878048780487805,0.008130081300813009,460,91,fewer than 5 items or <200 category-trips,True,False
HAND/BODY/FACIAL PRODUCTS,10,81,0.18518518518518517,0.024691358024691357,0.1728395061728395,0.18518518518518517,1,8,129.0,1.4333333333333333,0.07908748225386646,2833,0.16201906106600777,0.002117896223085069,685,319,fewer than 5 items or <200 category-trips,True,False
HARDWARE SUPPLIES,9,58,0.1206896551724138,0.034482758620689655,0.08620689655172414,0.1206896551724138,2,3,56.0,0.7777777777777778,0.017075799129808205,1181,0.1126164267569856,0.003386960203217612,365,228,fewer than 5 items or <200 category-trips,True,False
HEAT/SERVE,10,618,0.4077669902912621,0.012944983818770227,0.39805825242718446,0.4077669902912621,3,10,1438.0,15.977777777777778,0.23849999221794288,5254,0.16425580510087553,0.051579748762847356,160,3031,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
HERBS,10,526,0.21482889733840305,0.19011406844106463,0.024714828897338403,0.21482889733840305,5,5,977.0,10.855555555555556,0.05490808271226668,3253,0.10544113126344912,0.07070396557024285,88,3135,"insufficient price variation (<2 items changing, or no item with >=10% of pair-weeks moving >=$0.10)",True,False
HISPANIC,10,825,0.21696969696969698,0.05696969696969697,0.18424242424242424,0.22303030303030302,8,10,1203.0,13.366666666666667,0.15065334236546002,14138,0.39652001697552697,0.029919366246993918,1459,3347,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
HOME FREEZING & CANNING SUPPLY,9,33,0.06060606060606061,0.06060606060606061,0.0,0.06060606060606061,1,0,16.0,0.2222222222222222,,151,0.26490066225165565,0.1456953642384106,45,120,fewer than 5 items or <200 category-trips,True,False
HOME FURNISHINGS,5,9,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,1,0,4.0,0.2,0.16666666666666669,86,0.11627906976744186,0.023255813953488372,60,38,fewer than 5 items or <200 category-trips,True,False
HOSIERY/SOCKS,7,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,742,0.1792452830188679,0.0,360,120,fewer than 5 items or <200 category-trips,True,False
HOT CEREAL,10,736,0.22146739130434784,0.13994565217391305,0.15896739130434784,0.23641304347826086,9,9,1113.0,12.366666666666667,0.13752973498093543,5585,0.13267681289167413,0.018979409131602506,170,2425,KEPT,True,True
HOT DOGS,10,862,0.271461716937355,0.01160092807424594,0.27958236658932717,0.28074245939675174,6,9,1454.0,16.155555555555555,0.23909704929609457,10837,0.0714219802528375,0.03017440250991972,180,6996,KEPT,True,True
HOUSEHOLD CLEANG NEEDS,10,449,0.23608017817371937,0.0200445434298441,0.22717149220489977,0.2383073496659243,5,9,812.0,9.022222222222222,0.06752876161740143,7344,0.2757352941176471,0.007352941176470588,447,1217,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
ICE CREAM/MILK/SHERBTS,10,819,0.31746031746031744,0.003663003663003663,0.3162393162393162,0.31746031746031744,2,9,1632.0,18.133333333333333,0.16363666797760035,19866,0.2928118393234672,0.0066948555320648345,815,3961,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
IMPORTED WINE,10,115,0.08695652173913043,0.08695652173913043,0.0,0.08695652173913043,5,0,86.0,0.9555555555555556,0.073354994128109,1720,0.16686046511627908,0.011627906976744186,499,371,fewer than 5 items or <200 category-trips,True,False
IN-STORE PHOTOFINISHING,10,145,0.9103448275862069,0.9103448275862069,0.034482758620689655,0.9103448275862069,10,4,1002.0,11.133333333333333,0.07010204234508347,714,0.1792717086834734,0.07282913165266107,125,485,fewer than 5 items or <200 category-trips,True,False
INFANT CARE PRODUCTS,9,40,0.15,0.0,0.15,0.15,0,4,48.0,0.6666666666666666,0.021433239276304448,1127,0.19698314108251996,0.0044365572315882874,354,197,fewer than 5 items or <200 category-trips,True,False
INFANT FORMULA,10,425,0.4329411764705882,0.007058823529411765,0.3388235294117647,0.3388235294117647,3,10,1296.0,14.4,0.08896713457909694,2365,0.07780126849894292,0.009725158562367865,145,1277,KEPT,True,True
INSECTICIDES,10,64,0.078125,0.0,0.078125,0.078125,0,3,45.0,0.5,0.016468987322947628,678,0.13274336283185842,0.02064896755162242,120,252,fewer than 5 items or <200 category-trips,True,False
IRONING AND CHEMICALS,9,31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,398,0.1658291457286432,0.07537688442211055,101,174,fewer than 5 items or <200 category-trips,True,False
ISOTONIC DRINKS,10,730,0.3178082191780822,0.20273972602739726,0.23835616438356164,0.3547945205479452,10,10,684.0,7.6,0.5701921201706537,5285,0.4639545884578997,0.1988647114474929,240,3999,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
J-HOOKS,8,31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,907,0.04189636163175303,0.0,372,173,fewer than 5 items or <200 category-trips,True,False
JUICE,10,193,0.11398963730569948,0.025906735751295335,0.10880829015544041,0.11917098445595854,5,9,180.0,2.0,0.07643884131265893,924,0.170995670995671,0.06060606060606061,115,539,fewer than 5 items or <200 category-trips,True,False
KITCHEN GADGETS,10,140,0.2785714285714286,0.04285714285714286,0.24285714285714285,0.2785714285714286,4,9,337.0,3.7444444444444445,0.051000092287736026,1900,0.12842105263157894,0.003157894736842105,474,440,fewer than 5 items or <200 category-trips,True,False
LAMB,9,32,1.0,1.0,0.0625,1.0,9,2,246.0,3.4166666666666665,0.05085303462682789,174,0.1781609195402299,0.1206896551724138,53,128,fewer than 5 items or <200 category-trips,True,False
LAUNDRY ADDITIVES,10,443,0.18058690744920994,0.006772009029345372,0.17607223476297967,0.17832957110609482,3,9,598.0,6.644444444444445,0.13407186177149288,4438,0.10117169896349706,0.004281207751239297,232,1197,KEPT,True,True
LAUNDRY DETERGENTS,10,655,0.3648854961832061,0.2381679389312977,0.2381679389312977,0.4030534351145038,10,10,1407.0,15.633333333333333,0.22560952657739006,8436,0.0430298719772404,0.0045045045045045045,300,2146,KEPT,True,True
LAWN AND GARDEN SHOP,10,65,0.2153846153846154,0.046153846153846156,0.2,0.2153846153846154,3,5,122.0,1.3555555555555556,0.09021294466032813,292,0.0821917808219178,0.010273972602739725,114,156,fewer than 5 items or <200 category-trips,True,False
LAXATIVES,10,176,0.09090909090909091,0.005681818181818182,0.09090909090909091,0.09090909090909091,1,7,140.0,1.5555555555555556,0.030485353341369682,1371,0.060539752005835154,0.0029175784099197666,175,470,fewer than 5 items or <200 category-trips,True,False
LIQUOR,10,254,0.07874015748031496,0.07874015748031496,0.003937007874015748,0.08267716535433071,8,1,170.0,1.8888888888888888,0.06400902828055226,2291,0.13182016586643386,0.0013094718463553033,456,651,fewer than 5 items or <200 category-trips,True,False
LONG DISTANCE CALLING CARDS,2,7,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0,1,1.0,0.5,,60,0.0,0.0,9,61,fewer than 5 items or <200 category-trips,True,False
LUNCHMEAT,10,910,0.1978021978021978,0.002197802197802198,0.2,0.2,1,9,1280.0,14.222222222222221,0.09668453891591662,23377,0.32198314582709503,0.00817042392094794,800,5088,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MAGAZINE,10,621,0.011272141706924315,0.011272141706924315,0.0,0.011272141706924315,1,0,63.0,0.7,,7160,0.2255586592178771,0.0702513966480447,1222,3188,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MAKEUP AND TREATMENT,10,142,0.176056338028169,0.0,0.176056338028169,0.176056338028169,0,8,221.0,2.4555555555555557,0.03304536786780056,3890,0.3030848329048843,0.002056555269922879,2406,444,fewer than 5 items or <200 category-trips,True,False
MARGARINES,10,931,0.20408163265306123,0.10848549946294307,0.12137486573576799,0.21160042964554243,8,10,1322.0,14.688888888888888,0.14115008877769167,13461,0.06448257930317212,0.01366911819329916,178,7256,KEPT,True,True
MEAT - MISC,10,894,0.36465324384787473,0.03691275167785235,0.37472035794183445,0.3814317673378076,5,10,1784.0,19.822222222222223,0.13505600245198876,8352,0.10847701149425287,0.04717432950191571,195,5686,KEPT,True,True
MEAT - SHELF STABLE,10,954,0.12578616352201258,0.05870020964360587,0.09853249475890985,0.13731656184486374,8,10,892.0,9.911111111111111,0.19596188843291026,13675,0.36745886654478976,0.09140767824497258,401,7378,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MEAT SUPPLIES,2,7,1.0,1.0,0.0,1.0,2,0,7.0,3.5,0.0515545340782082,42,0.0,0.0,4,42,fewer than 5 items or <200 category-trips,True,False
MELONS,10,332,0.5090361445783133,0.2891566265060241,0.3614457831325301,0.5331325301204819,9,9,1111.0,12.344444444444445,0.1314622414658007,4304,0.07411710037174721,0.07016728624535316,49,4531,top 15% most seasonal (Herfindahl of daily demand),True,False
MILK BY-PRODUCTS,10,977,0.49027635619242577,0.25281473899692936,0.48004094165813715,0.5711361310133061,10,10,1859.0,20.655555555555555,0.36831302260454424,19540,0.14938587512794269,0.03899692937563971,289,10951,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MISC WINE,10,130,0.3076923076923077,0.3153846153846154,0.007692307692307693,0.3153846153846154,9,1,334.0,3.7111111111111112,0.08100914905808179,1280,0.1015625,0.0140625,219,417,fewer than 5 items or <200 category-trips,True,False
MISC. DAIRY,10,740,0.1472972972972973,0.1,0.20540540540540542,0.21756756756756757,9,10,735.0,8.166666666666666,0.19803638117675465,7298,0.18046040010961908,0.011784050424773911,246,2562,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MISCELLANEOUS,10,463,0.10367170626349892,0.004319654427645789,0.09935205183585313,0.10367170626349892,2,7,344.0,3.8222222222222224,0.22213435727463807,2199,0.05138699408822192,0.01682582992269213,75,1734,not audited (removed upstream),False,False
MOLASSES/SYRUP/PANCAKE MIXS,10,709,0.1847672778561354,0.03385049365303244,0.16361071932299012,0.18758815232722145,4,10,993.0,11.033333333333333,0.12543515940739547,4494,0.19181130396083668,0.03760569648420116,176,2048,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
MUSHROOMS,10,747,0.12182061579651941,0.008032128514056224,0.11378848728246319,0.12182061579651941,5,5,675.0,7.5,0.3094894901546874,4727,0.04294478527607362,0.030040194626613073,80,4476,KEPT,True,True
NATURAL VITAMINS,2,3,0.0,0.0,0.0,0.0,0,0,,,,31,0.0,0.0,13,28,fewer than 5 items or <200 category-trips,True,False
NEW AGE,10,101,0.1188118811881188,0.019801980198019802,0.1188118811881188,0.1188118811881188,1,5,104.0,1.1555555555555554,0.10050700289452599,541,0.059149722735674676,0.02033271719038817,48,378,fewer than 5 items or <200 category-trips,True,False
NEWSPAPER,10,757,0.05151915455746367,0.05019815059445178,0.001321003963011889,0.05151915455746367,3,1,347.0,3.8555555555555556,0.05396320989699794,4766,0.11183382291229542,0.0600083927822073,66,4523,KEPT,True,True
NO COMMODITY DESCRIPTION,10,294,0.2687074829931973,0.272108843537415,0.047619047619047616,0.2925170068027211,6,3,657.0,7.3,0.0510398625006903,2172,0.04189686924493554,0.024861878453038673,467,1168,not audited (removed upstream),False,False
NON EDIBLE PRODUCTS,4,9,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0,2,6.0,0.5,0.12500000000000003,77,0.15584415584415584,0.05194805194805195,32,59,fewer than 5 items or <200 category-trips,True,False
NON-DAIRY BEVERAGES,10,98,0.17346938775510204,0.01020408163265306,0.15306122448979592,0.16326530612244897,1,6,141.0,1.5666666666666667,0.08107175890243579,527,0.1555977229601518,0.030360531309297913,78,266,fewer than 5 items or <200 category-trips,True,False
NUTS,10,374,0.18181818181818182,0.008021390374331552,0.18181818181818182,0.18449197860962566,3,9,514.0,5.711111111111111,0.17002591214866902,1834,0.0812431842966194,0.028353326063249727,112,1217,KEPT,True,True
OLIVES,10,558,0.1917562724014337,0.07526881720430108,0.1827956989247312,0.21505376344086022,9,9,827.0,9.188888888888888,0.0906291922931034,2635,0.10056925996204934,0.03567362428842505,118,1759,KEPT,True,True
ONIONS,10,968,0.7262396694214877,0.7024793388429752,0.07334710743801653,0.7272727272727273,10,8,1967.0,21.855555555555554,0.09242296519964316,15473,0.07807147935112776,0.0655335099851354,117,15178,KEPT,True,True
ORAL HYGIENE PRODUCTS,10,232,0.2801724137931034,0.07327586206896551,0.23275862068965517,0.28879310344827586,8,10,539.0,5.988888888888889,0.07376713820804172,7753,0.24377660260544307,0.0024506642589965173,912,826,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
ORGANICS FRUIT & VEGETABLES,10,615,0.3170731707317073,0.15121951219512195,0.18536585365853658,0.3170731707317073,9,10,1389.0,15.433333333333334,0.1278399121762816,5274,0.15510049298445203,0.03261281759575275,305,2527,KEPT,True,True
OVERNIGHT PHOTOFINISHING,2,52,1.0,1.0,0.038461538461538464,1.0,2,2,52.0,26.0,0.012134810483332549,160,0.05,0.01875,30,153,fewer than 5 items or <200 category-trips,True,False
PACKAGED NATURAL SNACKS,10,65,0.27692307692307694,0.27692307692307694,0.0,0.27692307692307694,3,0,162.0,1.8,0.009828921904707693,367,0.1008174386920981,0.01634877384196185,67,231,fewer than 5 items or <200 category-trips,True,False
PAPER HOUSEWARES,10,857,0.19369894982497082,0.026837806301050177,0.17152858809801633,0.19019836639439908,8,10,1210.0,13.444444444444445,0.11999116168304048,7632,0.27672955974842767,0.031839622641509434,260,3809,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
PAPER TOWELS,10,910,0.13956043956043956,0.03406593406593406,0.12307692307692308,0.14505494505494507,10,9,971.0,10.78888888888889,0.09861334192915718,10123,0.046725279067470114,0.029734268497480985,136,7098,KEPT,True,True
PARTY TRAYS,9,114,0.11403508771929824,0.008771929824561403,0.10526315789473684,0.11403508771929824,1,5,98.0,1.3611111111111112,0.08268923584741307,401,0.1371571072319202,0.08977556109725686,57,377,fewer than 5 items or <200 category-trips,True,False
PASTA SAUCE,10,881,0.2383654937570942,0.1543700340522134,0.19069239500567536,0.27128263337116915,10,10,1048.0,11.644444444444444,0.38376459581418587,11664,0.22367969821673525,0.016546639231824416,334,3503,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
PEARS,10,283,0.9787985865724381,0.9787985865724381,0.2791519434628975,0.9787985865724381,10,6,1863.0,20.7,0.060138454065029004,1969,0.02590147282884713,0.02488572879634332,35,1976,fewer than 5 items or <200 category-trips,True,False
PEPPERS-ALL,10,826,0.3668280871670702,0.30024213075060535,0.07869249394673124,0.3692493946731235,10,9,1839.0,20.433333333333334,0.17086644515378502,8193,0.16208958867325765,0.15623092884169412,63,9519,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
PERSONAL CARE APPLIANCES,4,7,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.42857142857142855,1,2,9.0,0.75,0.25,160,0.04375,0.00625,81,55,fewer than 5 items or <200 category-trips,True,False
PET CARE SUPPLIES,10,102,0.10784313725490197,0.00980392156862745,0.08823529411764706,0.09803921568627451,1,3,95.0,1.0555555555555556,0.08568931204733495,2502,0.18585131894484413,0.0003996802557953637,642,343,fewer than 5 items or <200 category-trips,True,False
PICKLE/RELISH/PKLD VEG,10,559,0.19320214669051877,0.012522361359570662,0.18783542039355994,0.19320214669051877,6,10,820.0,9.11111111111111,0.10130592660861165,6123,0.13114486362894007,0.004899559039686428,301,1509,KEPT,True,True
PIES,10,291,0.20962199312714777,0.030927835051546393,0.21305841924398625,0.21649484536082475,5,9,509.0,5.655555555555556,0.04594932776373359,2770,0.07292418772563176,0.022021660649819495,224,1275,top 15% most seasonal (Herfindahl of daily demand),True,False
PLASTIC HOUSEWARES,10,238,0.27310924369747897,0.08403361344537816,0.23949579831932774,0.2773109243697479,9,9,513.0,5.7,0.12831908250571222,2175,0.15862068965517243,0.023908045977011495,320,675,fewer than 5 items or <200 category-trips,True,False
PNT BTR/JELLY/JAMS,10,811,0.23921085080147966,0.040690505548705305,0.23057953144266338,0.24167694204685575,9,10,1298.0,14.422222222222222,0.1339022391130631,10301,0.21726046014950004,0.02524026793515193,376,4592,unit demand violated (>15% multi-item or >10% multi-top-item trips),True,False
POPCORN,10,343,0.22740524781341107,0.0,0.22740524781341107,0.22740524781341107,0,10,570.0,6.333333333333333,0.13956712526616305,3919,0.1140597091094667,0.010206685378923195,199,1096,KEPT,True,True
PORK,10,459,0.9934640522875817,0.9934640522875817,0.6383442265795207,0.9978213507625272,10,10,2042.0,22.68888888888889,0.08663368116971443,12264,0.12516307893020223,0.00921395955642531,598,4919,fewer than 5 items or <200 category-trips,True,False
PORTABLE ELECTRIC APPLIANCES,6,8,0.125,0.125,0.25,0.25,1,2,5.0,0.16666666666666666,,122,0.02459016393442623,0.00819672131147541,56,60,fewer than 5 items or <200 category-trips,True,False
POTATOES,10,782,0.4092071611253197,0.2966751918158568,0.159846547314578,0.4156010230179028,10,9,2046.0,22.733333333333334,0.08948179654992608,15200,0.059013157894736844,0.03743421052631579,141,13453,KEPT,True,True
