label,K,Kp,homogeneous,pooled,extras,train_loglik,test_loglik,train_mse,test_mse,event_own_price_change_loglik,event_cross_price_change_loglik,cv_upc,cv_category,slope_upc,slope_category,own_elasticity_median,own_elasticity_sd_across_items,own_elasticity_mean_sd_across_users,nesting_coef_mean,crosscond_same_subclass,crosscond_diff_subclass,crosscond_gap_subclass,crosscond_share_cats_higher_inside_subclass,crosscond_gap_manufacturer,crosscond_share_cats_higher_inside_manufacturer,cross_gap_subclass,cross_share_cats_higher_inside_subclass
nf,40,20,False,True,-,-3.3810572450034457,-4.2665136889378275,0.8971056632548673,0.9366883070717458,-3.966639803566354,-4.285314553669222,2.6492055070740363,1.1261286746295074,1.1024029189939242,1.077495670882645,-1.1603505611419678,1.1576242446899414,0.7253231406211853,0.9990205764770508,0.07846788170239846,0.08001836394759895,0.0048931422889680965,0.6222222222222222,0.007796843146477687,0.6545454545454545,-0.000337670917652166,0.4666666666666667
nf_promo,40,20,False,True,"display,mailer,coupon",-3.41307045787388,-4.243421142435935,0.895374637238327,0.9364321513723064,-3.8661459998401533,-4.267176375958379,2.379697285146542,1.1201021470166457,1.0942116200891907,1.0829649602816376,-1.0478004217147827,1.0535355806350708,0.6120328903198242,0.6787351369857788,0.07154423812765916,0.06957828368562965,0.0016611015890890593,0.6222222222222222,0.006756488165762855,0.7090909090909091,0.0002456822918010993,0.5555555555555556
nf_nopool,40,20,False,False,-,-3.51653695188663,-4.285468784125655,0.9050998806049707,0.9383639478377985,-3.9308449999111965,-4.3079305859802846,2.7284504972345416,1.0533691964631786,1.176493077091396,1.148007634810248,-1.2603063583374023,1.2960096597671509,0.3485996723175049,0.9276225566864014,0.10477387869563405,0.10729432002685466,0.011244108866936333,0.6666666666666666,0.015601977964797968,0.6909090909090909,0.0017983120339408122,0.4888888888888889
logit,40,20,True,True,-,-4.59792747997071,-4.699254297557513,0.9792806886952964,0.979939802344205,-4.304255692313157,-4.738989338033954,0.6509032763202416,0.14666779733211094,0.8151573323763089,0.8832209424965847,-1.0909075736999512,1.262977957725525,0.1867678463459015,0.737399160861969,0.1342832667834,0.13181083566505872,0.006330901426802815,0.5777777777777777,0.016074358122737914,0.6727272727272727,0.001996714417118501,0.6
nf_ctl,40,20,False,True,-,-3.3954482495907996,-4.254957320180547,0.8979490504931944,0.9371027204972335,-3.9540610458404375,-4.27321416347207,2.5557382587474873,1.1120529836061395,1.105338810679256,1.0960783754260461,-1.177171230316162,1.1503883600234985,0.708875298500061,1.0277862548828125,0.079715723617493,0.08034412185368887,0.004513917347736552,0.6,0.007550290975317476,0.6727272727272727,0.0002954032864019818,0.4222222222222222
nf_split,40,20,False,True,-,-3.5098430231305997,-4.266353582738788,0.902382785578911,0.9371613028720152,-3.941339647271952,-4.292183221522453,2.068344669028989,1.1041100951701903,1.1940614696833562,1.1467025915496598,-0.9538704752922058,1.447380542755127,0.5913718938827515,1.0775078535079956,0.09107194254374099,0.08750338643359837,0.001395398477972777,0.6444444444444445,-0.0026342801727031275,0.5454545454545454,-0.002452597139887611,0.4666666666666667
nf_ks,40,20,False,True,-,-3.373195950529807,-4.252291253367065,0.8960999081990868,0.9355837022695835,-3.9234251784953114,-4.271406934556407,2.692775145523138,1.1226993209925273,1.1244239794704567,1.1057690084328866,-1.138550043106079,1.1462196111679077,0.7282012104988098,0.9526919722557068,0.0761831113287043,0.07626248516701234,0.004165144631447924,0.6222222222222222,0.007673258489800797,0.6727272727272727,-0.00019742476838060114,0.5111111111111111
nf_sub,40,20,False,True,-,-3.488897069908684,-4.238568474264706,0.9009621933687973,0.9360343031086197,-3.893212238473288,-4.259608177026287,2.0603637250804367,1.1029060218751703,1.1807677587969772,1.1142446950389344,-0.948097825050354,1.4639053344726562,0.5878986716270447,1.0466305017471313,0.09073093064564075,0.08720980438185921,0.001349573540997515,0.6,-0.0019291824239992205,0.5636363636363636,-0.0024119377685972885,0.4444444444444444
