label,mean_rank_ll,mean_rank_se,best_ll,best_se
logit,7.714285714285714,7.821428571428571,0.03571428571428571,0.0
nf,4.232142857142857,3.607142857142857,0.05357142857142857,0.17857142857142858
nf_ctl,3.767857142857143,3.857142857142857,0.10714285714285714,0.10714285714285714
nf_ks,3.982142857142857,3.2142857142857144,0.10714285714285714,0.23214285714285715
nf_nopool,5.339285714285714,5.214285714285714,0.10714285714285714,0.07142857142857142
nf_promo,3.0714285714285716,3.8214285714285716,0.32142857142857145,0.14285714285714285
nf_split,4.410714285714286,4.571428571428571,0.08928571428571429,0.03571428571428571
nf_sub,3.482142857142857,3.892857142857143,0.17857142857142858,0.23214285714285715
