label,mean_rank_ll,mean_rank_se,best_ll,best_se
ctl_s1,4.089285714285714,3.0892857142857144,0.05357142857142857,0.23214285714285715
ctl_s2,3.8035714285714284,3.5,0.17857142857142858,0.19642857142857142
nf_ctl,3.1785714285714284,3.4107142857142856,0.26785714285714285,0.17857142857142858
nf_sub,2.9285714285714284,3.4642857142857144,0.23214285714285715,0.19642857142857142
sub_s1,3.3035714285714284,3.767857142857143,0.21428571428571427,0.08928571428571429
sub_s2,3.6964285714285716,3.767857142857143,0.05357142857142857,0.10714285714285714
