label,group_id,loglik,mse,purchases,rank_ll,rank_se
nf_nopool,10,-4.441530354817709,0.9381911595662434,240.0,6.0,6.0
nf_nopool,11,-4.652073827283136,0.9653467638739224,232.0,5.0,5.0
nf_nopool,12,-6.572157426313921,0.9974573308771307,77.0,7.0,7.0
nf_nopool,13,-3.3780922494283536,0.9169424661775915,410.0,1.0,7.0
nf_nopool,14,-5.974002637361226,0.9734518151534232,76.0,4.0,4.0
nf_nopool,15,-5.259424412504155,0.9794399991948554,188.0,1.0,1.0
nf_nopool,16,-4.195630436279912,0.9542448490632871,397.0,4.0,5.0
nf_nopool,17,-6.183093138415404,0.9932987714054609,99.0,7.0,7.0
nf_nopool,18,-6.157769719395069,0.9961971317956207,109.0,6.0,7.0
nf_nopool,19,-5.698875633445946,0.9705901274809966,74.0,7.0,7.0
nf_nopool,20,-2.8536531274968926,0.8874574141068892,1408.0,7.0,7.0
nf_nopool,21,-5.2964399857954545,0.9654951615767046,165.0,7.0,7.0
nf_nopool,22,-6.021658298188606,0.99482970111138,113.0,7.0,7.0
nf_nopool,23,-5.5857427211407105,0.9863351290343237,183.0,7.0,6.0
nf_nopool,24,-5.7356668376236515,0.987989905926821,139.0,7.0,7.0
nf_nopool,25,-5.747753034319197,0.9711026872907366,140.0,7.0,2.0
nf_nopool,26,-4.312472525485221,0.9508080115685096,351.0,4.0,6.0
nf_nopool,27,-4.639101813821232,0.9057423460717294,51.0,4.0,4.0
nf_nopool,28,-6.645612149625211,0.9953064789643159,74.0,8.0,6.0
nf_nopool,29,-5.195628383703399,0.9588938930578399,114.0,7.0,4.0
nf_nopool,30,-4.47810135488435,0.9712095886390666,381.0,6.0,7.0
nf_nopool,31,-4.6244379978553924,0.9662236830767463,255.0,2.0,5.0
nf_nopool,32,-4.652757167816162,0.9776690006256104,256.0,5.0,6.0
nf_nopool,33,-2.4351474609375,0.740491943359375,375.0,5.0,6.0
nf_nopool,34,-6.556796214619621,0.9889762753345928,61.0,6.0,1.0
nf_nopool,35,-6.026863367417279,0.9822278191061581,85.0,7.0,5.0
nf_nopool,36,-3.7836224955897175,0.9442774454752604,372.0,7.0,7.0
nf_nopool,37,-5.943954717917521,0.9942120411356942,122.0,7.0,6.0
nf_nopool,38,-4.211399508899278,0.9219498922192831,381.0,7.0,7.0
nf_nopool,39,-6.61833735874721,1.001014300755092,56.0,7.0,4.0
nf_nopool,40,-7.13671875,0.9958138161517204,47.0,7.0,7.0
nf_nopool,41,-3.9150891228805205,0.9531130625246451,634.0,6.0,5.0
nf_nopool,42,-5.93004442297894,0.9575452389924423,92.0,5.0,1.0
nf_nopool,43,-5.396226117400085,0.9631867700693558,147.0,7.0,4.0
nf_nopool,44,-3.688819119674524,0.9269162082342128,578.0,5.0,7.0
nf_nopool,45,-5.362108635179924,0.951425263375947,99.0,5.0,3.0
nf_nopool,46,-4.82952808485672,0.9607500521090662,253.0,7.0,7.0
